AudioSystem	0:6:COMMAND,8:16:CommandFeature,18:19:FeatureStateValue,21:23:FeatureStateValue,25:30:FeatureStateValue	увеличь громкость на два пункта	1	1
AudioSystem	0:5:COMMAND,7:10:DeviceParameter,14:22:DeviceFeature,14:22:DeviceFeature	добавь трек в избранное	1	1
AlarmClock	0:6:COMMAND,8:11:CommandFeature	разбуди меня завтра утром	1	1
AudioSystem	0:7:COMMAND,9:13:DeviceParameter,19:22:DeviceFeature,24:27:DeviceFeature	подбирай песни под ритм бега	1	1
WashingMachine	0:5:COMMAND,7:12:CommandFeature,22:26:CommandFeature	включи стирку а потом отжим	1	1
SmartMicrowave	0:5:COMMAND,7:9:CommandFeature	погрей еду	1	1
SmartMicrowave	0:7:COMMAND,13:19:CommandFeature,9:11:Actor	разогрей мне завтрак	1	1
AlarmClock	0:6:COMMAND,21:29:DEVICE,34:38:DeviceParameterValue	поменяй каждый вечер будильник на время	1	1
CurtainsRelay	0:4:COMMAND,6:10:CommandFeature	убери шторы	1	1
Printer	0:6:COMMAND,8:15:CommandFeature	заполни документ	1	1
AudioSystem	21:27:COMMAND,29:34:CommandFeature,39:44:DEVICE,15:19:DeviceParameterValue	каждый вечер в время включай музыку на плеере	1	1
AudioSystem	0:5:COMMAND,7:13:CommandFeature,17:19:Actor,21:29:DeviceFeature	добавь мелодию в мою коллекцию	1	1
AudioSystem	0:11:COMMAND,13:14:CommandFeature	воспроизведи её	1	1
SmartFridge	0:7:COMMAND,9:19:Devicefeature,23:34:DEVICE,54:62:DEVICE,44:48:DeviceParameterValue,73:77:DeviceParameterValue	установи температуру в холодильнике на плюс число а в морозилке на минус число	1	1
WindowRelay	0:9:COMMAND,23:23:Actor,25:28:Action,33:37:LOC	проветрите сейчас пока я буду на кухне	1	1
AudioSystem	0:8:COMMAND,10:13:CommandFeature	переключи трек	1	1
CoffeeMachine	0:4:Request,6:8:Request,10:12:DEVICE	скажи что там с кофемашиной	1	1
AudioSystem	0:6:COMMAND,8:11:CommandFeature,16:18:DeviceParameterValue,20:25:DeviceFeature	увеличь звук на три пункта	1	1
WindowRelay	0:7:COMMAND,9:11:LOC	проветри там	1	1
CoffeeMachine	0:6:Request,8:16:Request,18:26:DEVICE	проверь состояние кофеварки	1	1
HeatingFloor	0:6:COMMAND,17:23:DeviceFeature,17:23:DeviceFeature	выключи подогрев дорожек	1	1
CoffeeMachine	0:4:COMMAND,6:9:CommandFeature,20:24:DeviceParameterValue	свари кофе завтра к число утра	1	1
Printer	0:9:COMMAND,11:18:CommandFeature	распечатай документ спустя 2 часа	1	1
AlarmClock	0:4:COMMAND,17:25:DEVICE,30:34:DeviceParameter	ставь каждый раз будильник на время	1	1
SmartFridge	0:5:COMMAND,19:25:CommandFeature,27:35:CommandFeature,40:44:DeviceParameterValue	включи в морозилке быструю заморозку на число минут	1	1
CoffeeMachine	0:7:COMMAND,9:18:DEVICE,45:54:DEVICE,26:30:DeviceParameterValue	включить кофемашину через число минуты после будильника	1	1
SmartFridge	0:5:COMMAND,7:10:CommandFeature	сделай льда	1	1
WashingMachine	0:6:COMMAND,8:17:DEVICE,19:24:DEVICE	включай стиральную машину по четвергам	1	1
SmartBreadMaker	0:8:COMMAND,10:13:CommandFeature,17:21:Actor,23:29:Action	приготовь хлеб к моему приходу	1	1
WindowRelay	0:7:Command	проветри сейчас	1	1
CoffeeMachine	0:5:COMMAND,7:10:СommandFeature,14:18:Actor,20:26:Aсtion	сделай кофе к моему приходу	1	1
AudioSystem	0:6:COMMAND,8:17:СommandFeature,19:26:СommandFeature,28:33:СommandFeature,37:41:Actor,43:49:Aсtion	включай ежедневную подборку музыки к моему приходу	1	1
CurtainsRelay	0:7:COMMAND,9:13:CommandFeature	закрывай шторы	1	1
AudioSystem	0:4:COMMAND,10:14:CommandFeature,16:19:IntensityQuantifier	ставь эту песню чаще	1	1
CoffeeMachine	12:19:COMMAND,33:36:LOC,21:29:DEVICE	каждый день проверяй кофеварку в доме	1	1
AudioSystem	0:6:COMMAND,19:30:CommandFeature,32:38:CommandFeature	запусти плейлист с танцевальной музыкой	1	1
WindowRelay	0:10:COMMAND,12:20:CommandFeature,63:69:CommandFeature,71:80:CommandFeature,29:33:DeviceParameterValue,51:55:DeviceParameterValue	проветривай помещение каждые число минут в течение число минут избегая сквозняков	1	1
AudioSystem	0:6:COMMAND,8:13:CommandFeature	выключи музыку	1	1
WindowRelay	0:4:COMMAND,6:9:CommandFeature	помой окна после дождя	1	1
Printer	0:9:COMMAND,11:18:CommandFeature,20:27:CommandFeature	распечатай документ название через число минут	1	1
Lamp	0:6:COMMAND,8:11:DeviceFeature	выключи свет	1	1
AudioSystem	0:8:COMMAND,10:18:CommandFeature	увеличьте громкость чтобы не мешал стук	1	1
AudioSystem	0:5:COMMAND,15:17:CommandFeature,19:27:CommandFeature	добавь песню в мою коллекцию	1	1
WindowRelay	0:5:COMMAND,7:10:DeviceFeature,15:19:LOC,24:25:CommandParameterValue,27:34:CommandParameter	открой окно на кухне на 30 градусов	1	1
AudioSystem	0:5:COMMAND,7:12:IntensityQuantifier	сделай громче	1	1
AudioSystem	0:11:COMMAND,13:18:CommandFeature,20:24:CommandFeature,26:29:CommandFeature,31:33:CommandFeature,35:41:CommandFeature	воспроизведи альбом abbey road the beatles	1	1
AudioSystem	0:4:COMMAND,6:9:CommandFeature,13:16:CommandFeature,18:22:CommandFeature,27:33:CommandFeature	найди клип к этой песне на youtube	1	1
AudioSystem	0:9:COMMAND,13:21:CommandFeature,23:29:CommandFeature	проигрывай в случайном порядке	1	1
AudioSystem	0:6:COMMAND,8:16:CommandFeature,18:19:FeatureStateValue,21:21:FeatureStateValue,23:28:FeatureStateValue	увеличь громкость на 4 пункта	1	1
SmartBreadMaker	0:5:COMMAND,7:10:CommandFeature	сделай тост	1	1
SmartBreadMaker	0:8:COMMAND,10:13:CommandFeature	приготовь хлеб к нашему ужину	1	1
HeatingFloor	0:5:COMMAND,7:14:DeviceFeature,16:19:DeviceFeature	включи подогрев пола	1	1
WindowRelay	0:9:COMMAND,11:15:LOCCurrent,22:22:Actor,24:27:Action,31:37:LOC	проветрите здесь пока я буду в комнате	1	1
AudioSystem	0:5:COMMAND,7:12:CommandFeature,14:17:CommandFeature	сделай музыку тише	1	1
CurtainsRelay	0:5:COMMAND,7:11:CommandFeature	закрой шторы в 9 вечера	1	1
SmartFridge	0:4:COMMAND,6:11:Quantor,13:16:CommandFeature	делай больше льда	1	1
WashingMachine	0:6:COMMAND,8:17:DEVICE,19:24:DEVICE	включай стиральную машину в 2305 каждое четное число месяца	1	1
SmartMicrowave	0:5:COMMAND,11:14:CommandFeature,7:9:Actor	погрей мне обед	1	1
AudioSystem	0:7:COMMAND,9:13:CommandFeature,21:29:CommandFeature	добавляй песню в мою коллекцию	1	1
WindowRelay	16:23:COMMAND,2:8:LOCCurrent,2:8:LOC	в комнате душно проветри	1	1
WindowRelay	0:7:COMMAND,9:13:LOCCurrent,20:20:Actor,22:25:Action,29:34:LOC	проветри здесь пока я буду в ванной	1	1
Printer	0:6:COMMAND,8:12:CommandFeature,14:21:CommandFeature	отправь бланк название через число секунд	1	1
CoffeeMachine	0:3:COMMAND,5:8:CommandFeature	вари кофе каждый день	1	1
SmartBreadMaker	0:5:COMMAND,7:13:CommandFeature	включи готовку в 8 вечера	1	1
AudioSystem	13:19:Command,21:22:CommandFeature,24:27:CommandFeature	пусть музыка следует за мной	1	1
AudioSystem	0:5:COMMAND,7:11:CommandFeature,17:19:Actor,21:27:DeviceFeature	пометь песню как мою любимую	1	1
SmartMicrowave	0:8:COMMAND,10:13:CommandFeature,10:13:Actor	приготовь ужин	1	1
AudioSystem	0:5:COMMAND,7:10:IntensityQuantifier,12:15:CommandFeature	сделай чуть тише	1	1
AudioSystem	0:6:COMMAND,8:16:IntensityQuantifier	прибавь громкости	1	1
Printer	0:9:COMMAND,11:18:CommandFeature,20:27:CommandFeature	распечатай документ название спустя число часов	1	1
WashingMachine	0:6:COMMAND,21:26:CommandFeature	поставь в расписание стирку на 6 утра	1	1
AlarmClock	0:4:COMMAND,18:26:DEVICE,31:35:DeviceParameterValue	ставь каждый день будильник на время	1	1
CoffeeMachine	0:7:COMMAND,13:16:CommandFeature	подогрей нам кофе к завтраку	1	1
FloorLite	0:7:COMMAND,9:12:CommandFeature,17:21:LOC	подсвети путь на кухню	1	1
WashingMachine	0:6:COMMAND,8:17:DEVICE,19:24:DEVICE,28:32:CommandParameterValue	включай стиральную машину в время каждое четное число месяца	1	1
Printer	0:9:COMMAND,11:18:CommandFeature,20:27:CommandFeature	распечатай документ название через число секунд	1	1
SmartFridge	0:6:Request,8:14:FeatureState,16:18:CommandFeature,22:33:LOC	проверь наличие еды в холодильнике	1	1
WindowRelay	0:6:COMMAND,8:11:DeviceFeature	закрыть окно	1	1
FloorLite	0:5:COMMAND,7:15:CommandFeature	включи подсветку к 7 вечера	1	1
WindowRelay	0:9:COMMAND,11:17:LOC	проветрить комнату	1	1
AudioSystem	0:6:COMMAND,8:16:DeviceParameterValue	увеличь громкость чтобы не мешал стук	1	1
AudioSystem	0:5:COMMAND,7:12:CommandFeature	включи музыку в 5 вечера	1	1
WashingMachine	0:5:COMMAND	полощи 30 минут	1	1
WindowRelay	0:9:COMMAND,22:22:Actor,24:27:Action,32:36:LOC	проветрить здесь пока я буду на кухне	1	1
WindowRelay	0:10:COMMAND	проветривай каждые число часа	1	1
CurtainsRelay	0:7:COMMAND,9:12:CommandFeature	занавесь окно	1	1
Printer	0:9:COMMAND,11:17:CommandFeature,19:26:CommandFeature	распечатай паспорт название через число часа	1	1
AlarmClock	0:6:COMMAND,18:26:DEVICE,31:35:DeviceParameterValue,72:74:CommandFeature,76:80:CommandFeature,82:82:CommandFeature,84:94:CommandFeature,96:106:CommandFeature,108:116:CommandFeature	поставь на завтра будильник на время часов в качестве мелодии используй шум дождя с постепенным увеличением громкости в течении получаса	1	1
CoffeeMachine	0:7:COMMAND,9:12:CommandFeature	подогрей кофе завтра к полуночи	1	1
WindowRelay	0:10:COMMAND	проветривай во время моего сна	1	1
AudioSystem	0:7:COMMAND,9:13:DeviceParameter,17:19:DeviceFeature,21:29:DeviceFeature	добавить песню в мою коллекцию	1	1
Printer	0:5:COMMAND,7:11:CommandFeature,13:20:CommandFeature	сделай копию паспорта	1	1
Lamp	0:5:COMMAND,7:19:CommandFeature,23:29:LOC	включи электричество в спальне	1	1
Lamp	0:4:COMMAND,18:24:DeviceFeature,29:33:CommandParameterValue	меняй каждый день фонарик на время	1	1
AudioSystem	0:7:COMMAND,9:13:CommandFeature	пропусти песню	1	1
AudioSystem	0:6:COMMAND,8:16:CommandFeature	увеличь громкость чтобы не мешал шум 	1	1
WashingMachine	0:6:COMMAND,8:13:CommandFeature,19:26:DeviceParameterValue	запусти стирку для цветного	1	1
CoffeeMachine	0:8:COMMAND,10:17:СommandFeature,21:25:Actor,27:37:Aсtion	приготовь эспрессо к моему возвращению	1	1
Printer	0:9:COMMAND,11:18:CommandFeature	распечатай документ через 5 минут	1	1
SmartBreadMaker	0:8:COMMAND,10:13:CommandFeature	приготовь хлеб	1	1
HeatingFloor	0:5:COMMAND,7:14:DeviceFeature,16:22:DeviceFeature	включи подогрев дорожек	1	1